证券代码,证券简称,地域概念名称,板块代码,概念名称,收盘价(元),涨跌幅(%),涨跌(元),最高价(元),最低价(元),换手率(%),量比,成交量(股),成交额(元),最新股息率(%),总市值(亿元),流通市值(元),行业名称,分类
300684,中石科技,北京,创业板,"MR头显,5G概念,AIPC,新能源车,柔性屏,小米概念,华为概念,储能概念,京津冀一体化,手机产业,无线充电,富士康概念,毫米波,共封装光模块(CPO）,融资融券,液冷概念,充电桩,转融券标的,深股通,无人机,智能座舱,华为手机,苹果概念,数据中心,光伏概念,小盘股,新材料,消费电子产业,比亚迪概念,一带一路,石墨烯,股权激励,科创企业同股同权,TMT,汽车热管理,虚拟现实（VR）",43.31,2.8,1.18,46.46,43.01,8.03,0.97,16435683.0,734397448.07,1.7,129.72,8860150915.87,电子-电子化学品Ⅱ-电子化学品Ⅲ,核心供应商
300685,艾德生物,福建,创业板,"福建自贸区,新冠检测,专精特新,医疗器械概念,融资融券,深股通,病毒防治,转融券标的,体外诊断概念,生物医药,病毒检测,高送转,精准医疗,抗癌,科创企业同股同权,健康中国,创新药,基因测序,智能医疗,纳入富时罗素",17.6,0.86,0.15,17.68,17.4,1.25,0.79,4884382.0,85971205.83,2.53,68.66,6856460124.8,医药生物-医疗器械-体外诊断,专精特新
300686,智动力,广东,创业板,"智能手表,新能源车,深圳特区,柔性屏,华为概念,小米概念,智能穿戴,固态电池,消费电子产业,比亚迪概念,石墨烯,OLED,手机产业,科创企业同股同权,TMT,富士康概念,机器人概念,虚拟现实（VR）",11.31,1.71,0.19,11.95,11.28,3.17,0.86,8195159.0,95565691.55,-,29.48,2928247444.2,电子-消费电子-消费电子零部件及组装,核心供应商
300687,赛意信息,广东,创业板,"华为算力,C2M概念,工业互联网,ERP概念,宁德时代概念,新型工业化,华为概念,创投,甲骨文概念,粤港澳自贸区,信创,华为昇腾,边缘计算,人工智能,透明工厂,机器人概念,IT服务概念,华为鲲鹏,融资融券,转融券标的,深股通,工业4.0,智能制造,华为盘古,26中报预增,PCB概念,华为鸿蒙,国产软件,工业自动化,DeepSeek概念股,Gemini多模态,TMT,科创企业同股同权,智能医疗,大数据,华为欧拉",22.54,10.76,2.19,23.35,21.0,8.4,1.69,28196610.0,630867793.45,-,92.06,7570375439.06,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
300688,创业黑马,北京,创业板,"区块链,职业教育,数字经济,北交所概念,抖音概念,元宇宙,知识产权保护,华为概念,创投,独角兽概念,ChatGPT,算力租赁,在线教育,人工智能,阿里概念,数据要素,云计算,网红直播,智慧政务,东数西算/算力,深股通,股权转让,Web3.0,高送转,虚拟数字人,DeepSeek概念股,股权激励,科创企业同股同权,智谱AI",32.18,5.03,1.54,34.18,29.69,20.84,1.94,30920958.0,992907978.4,-,53.86,4774818778.44,社会服务-教育-培训教育,核心供应商
300689,澄天伟业,广东,创业板,"车联网(车路协同),半导体产业,专精特新,液冷概念,数字货币,深股通,芯片概念,第三代半导体,深圳特区,IGBT,消费电子产业,粤港澳自贸区,科创企业同股同权,TMT,eSIM",43.66,1.51,0.65,44.57,41.89,3.55,1.03,3611190.0,155894862.1,0.1,50.47,4442139721.84,通信-通信设备-通信终端及配件,专精特新
300690,双一科技,,,,21.22,1.48,0.31,21.41,20.82,2.33,0.9,2603800.0,55288177.32,1.82,35.09,2367733074.76,电力设备-风电设备-风电零部件,核心供应商
300691,联合光电,广东,创业板,"MR头显,全息技术,指纹识别,新能源车,元宇宙,华为概念,智能穿戴,AI-PIN,智能家居,无人驾驶,人工智能,手机产业,并购重组,物联网,机器人概念,车联网(车路协同),激光雷达,毫米波雷达,安防概念,半导体设备概念,融资融券,深股通,转融券标的,智能座舱,超高清视频,无人机,智慧城市,消费电子产业,机器视觉,比亚迪概念,微利股,快递物流,TMT,科创企业同股同权,虚拟现实（VR）,电子后视镜",12.63,3.02,0.37,12.84,12.46,2.31,1.06,5103142.0,64819852.13,-,33.98,2787922455.6,计算机-计算机设备-安防设备,核心供应商
300693,盛弘股份,广东,创业板,"专精特新,融资融券,转融券标的,虚拟电厂,深股通,充电桩,新能源车,深圳特区,宁德时代概念,数据中心,储能概念,换电概念,高送转,比亚迪概念,快充概念,锂电池概念,科创企业同股同权",34.79,2.35,0.8,35.03,33.92,3.35,0.9,9011670.0,312154642.21,1.43,108.82,9353396739.75,电力设备-其他电源设备Ⅱ-其他电源设备Ⅲ,专精特新/核心供应商
300695,兆丰股份,浙江,创业板,"专精特新,昨日高振幅,工业互联网,深股通,充电桩,新能源车,汽车电子概念,轮边电机,创投,汽车零部件概念,人形机器人,比亚迪概念,快充概念,科创企业同股同权,机器人概念",49.12,8.82,3.98,49.59,44.6,2.08,2.36,2126980.0,101789758.5,0.3,50.23,5022860106.88,汽车-汽车零部件-轮胎轮毂,专精特新
300700,岱勒新材,湖南,创业板,"专精特新,融资融券,昨日高振幅,深股通,转融券标的,金刚石,燃料电池概念,第三代半导体,芯片概念,氢能源,光伏概念,消费电子产业,新材料,高送转,太阳能概念,超硬材料,26中报业绩反转,碳基半导体,科创企业同股同权,机器人概念,光刻胶",15.78,12.71,1.78,15.79,13.75,6.02,1.6,21396240.0,322171680.6,-,62.65,5608356497.46,机械设备-通用设备-磨具磨料,专精特新/核心供应商
300701,森霸传感,,,,9.05,2.38,0.21,9.14,8.81,2.78,2.03,7007290.0,63074770.02,1.9,25.3,2281991292.7,电子-光学光电子-光学元件,核心供应商
300706,阿石创,福建,创业板,"半导体材料概念,半导体产业,专精特新,有色(钒),玻璃基板封装,靶材,钙钛矿电池,第三代半导体,芯片概念,复合集流体(PET铜箔),钼概念,小金属概念,OLED,钒电池,福建自贸区,深股通,超高清视频,光伏概念,有色(锆),超导概念,消费电子产业,新材料,太阳能概念,存储器,TMT,科创企业同股同权,碳基半导体,HJT/HIT电池",42.17,-3.72,-1.63,44.3,41.7,8.1,0.79,9221200.0,393868919.0,-,64.75,4800234251.33,电子-半导体-半导体材料,专精特新/核心供应商
300708,聚灿光电,,,,7.49,1.9,0.14,7.61,7.48,2.72,1.22,19604719.0,147873942.42,0.4,70.66,5403520534.37,电子-光学光电子-LED,核心供应商
300709,精研科技,,,,32.58,2.61,0.83,34.12,32.43,7.91,1.18,11852149.0,395145218.7,0.15,60.81,4881920028.66,电子-消费电子-消费电子零部件及组装,核心供应商
300713,英可瑞,,,,12.16,1.93,0.23,12.3,11.9,3.52,0.84,3146500.0,38309856.7,-,19.32,1087193144.96,电力设备-其他电源设备Ⅱ-其他电源设备Ⅲ,核心供应商
300715,凯伦股份,江苏,创业板,"半导体设备概念,专精特新,精装修,深股通,噪音防治,芯片概念,新型城镇化建设,光伏概念,长三角一体化,微利股,并购重组,科创企业同股同权,BIPV概念(光伏建筑一体化)",11.06,0.0,0.0,11.4,10.95,3.01,0.87,9412168.0,104484334.96,-,41.81,3461322757.48,建筑材料-装修建材-防水材料,专精特新
300716,*ST泉为,,,,17.41,0.46,0.08,17.82,16.78,1.54,0.99,2457115.0,42351344.8,-,27.86,2785948200.0,电力设备-光伏设备-光伏电池组件,核心供应商
300717,华信新材,江苏,创业板,"专精特新,新材料,ETC,煤化工概念,数字货币,可降解塑料,微盘股概念,电子身份证,科创企业同股同权,包装印刷概念,参股民营银行,东盟自贸区",17.48,2.22,0.38,17.55,17.0,3.11,0.75,3170801.0,54955288.3,1.14,17.97,1780397432.0,基础化工-塑料-其他塑料制品,专精特新
300718,长盛轴承,浙江,创业板,"风电概念,专精特新,融资融券,深股通,转融券标的,工程机械概念,特斯拉,智元机器人,小盘股,长三角一体化,人形机器人,宇树科技概念,核电概念,科创企业同股同权,机器人概念",64.96,0.9,0.58,67.5,62.9,8.05,1.65,15822356.0,1039740356.48,0.66,194.09,12774857493.44,机械设备-通用设备-金属制品,专精特新/核心供应商
300719,安达维尔,北京,创业板,"军工信息化,军工,专精特新,大飞机,飞行汽车(eVTOL),低空经济,无人机,商业航天,WIFI6,军民融合,碳纤维概念,信创,京津冀一体化,航天装备概念,通用航空,科创企业同股同权,虚拟现实（VR）,成飞概念",11.54,2.31,0.26,11.55,11.18,1.78,0.92,3194200.0,36492805.0,-,29.34,2072527823.28,国防军工-航空装备Ⅱ-航空装备Ⅲ,专精特新
300720,海川智能,,,,50.8,20.01,8.47,50.8,45.98,3.72,0.5,6842512.0,334734365.2,0.11,99.0,9354577226.8,机械设备-通用设备-仪器仪表,核心供应商
300724,捷佳伟创,,,,57.18,0.37,0.21,58.39,57.06,3.65,1.23,10489310.0,606779444.52,2.09,199.15,16451512193.82,电力设备-光伏设备-光伏加工设备,核心供应商
300726,宏达电子,湖南,创业板,"军工,半导体产业,大飞机,5G概念,海工装备,融资融券,转融券标的,深股通,芯片概念,华为海思概念,华为概念,被动元件概念,军民融合,小盘股,深海科技,超级电容,科创企业同股同权,TMT,MLCC,传感器,MSCI概念,纳入富时罗素",47.55,0.27,0.13,51.86,47.54,9.61,1.64,20613543.0,1024834083.87,2.1,195.83,10196547013.65,国防军工-军工电子Ⅱ-军工电子Ⅲ,核心供应商
300730,科创信息,湖南,创业板,"DRG/DIP,财税改革,区块链,华为算力,远程办公,数字经济,工业互联网,食品安全,芯片概念,举牌概念,数字乡村,华为概念,互联网金融,信创,边缘计算,百度概念,人工智能,物联网,华为鲲鹏,云计算,数据要素,数据安全,智慧政务,军工,数字孪生,政府控股,数字货币,家庭医生,东数西算/算力,医疗信息化,智能制造,数字中国,教育信息化,智慧城市,网络安全,数据中心,国产软件,机器视觉,高送转,电子身份证,TMT,科创企业同股同权,互联网医疗,智能医疗,大数据,金融科技",11.48,4.36,0.48,11.7,11.27,3.13,1.35,6465850.0,74610944.0,-,27.68,2373551647.6,计算机-软件开发-垂直应用软件,核心供应商
300731,科创新源,广东,创业板,"5G概念,液冷概念,家用电器概念,深股通,新能源车,第三代半导体,深圳特区,碳化硅,宁德时代概念,华为概念,数据中心,麒麟电池,汽车零部件概念,创投,储能概念,粤港澳自贸区,小米汽车,比亚迪概念,富士康概念,科创企业同股同权,汽车热管理",31.69,9.96,2.87,32.97,30.6,6.71,1.57,11293720.0,361807711.6,0.09,56.18,5331869880.16,基础化工-橡胶-其他橡胶制品,核心供应商
300732,设研院,河南,创业板,"雅鲁藏布江水电站,新疆振兴,水利建设,华为概念,污水处理,深海科技,通用航空,人工智能,破净股,BIPV概念(光伏建筑一体化),数据要素,军工,车联网(车路协同),雄安新区,低空经济,微盘股概念,新型城镇化建设,净水概念,装配式建筑,智慧城市,碳交易,深地经济,数据中心,一带一路,地热能,ETC,时空大数据,DeepSeek概念股,科创企业同股同权,碳中和,地下管网",5.78,2.12,0.12,5.8,5.65,1.48,0.83,5488567.0,31582344.76,-,21.42,2139464624.42,建筑装饰-工程咨询服务Ⅱ-工程咨询服务Ⅲ,核心供应商
300735,光弘科技,广东,创业板,"消费电子代工,5G概念,智能手表,工业互联网,新能源车,宠物经济,华为概念,小米概念,智能穿戴,粤港澳自贸区,储能概念,智能家居,无人驾驶,手机产业,MCU芯片,物联网,透明工厂,AI手机,机器人概念,卫星互联网,车联网(车路协同),毫米波雷达,安防概念,移动支付,低空经济,融资融券,华为汽车,液冷概念,转融券标的,东数西算/算力,充电桩,深股通,智能座舱,荣耀手机,华为手机,光伏概念,小盘股,股权转让,消费电子产业,人形机器人,小米汽车,TMT,科创企业同股同权,传感器,纳入富时罗素,EDR概念",18.7,2.07,0.38,19.37,18.66,2.35,1.56,17817193.0,338599590.01,1.34,151.3,14163695038.9,电子-消费电子-消费电子零部件及组装,核心供应商
300736,百邦科技,北京,创业板,"电商概念,区块链,手机产业,科创企业同股同权,华为手机,QFII重仓,苹果概念,华为概念",27.01,1.92,0.51,28.98,26.93,5.16,1.36,6436000.0,180975808.0,-,34.56,3368349223.87,电子-其他电子Ⅱ-其他电子Ⅲ,核心供应商
300738,奥飞数据,广东,创业板,"芯片概念,华为概念,光通信,粤港澳自贸区,算力租赁,边缘计算,百度概念,人工智能,阿里概念,IT服务概念,云计算,数据要素,融资融券,深股通,转融券标的,东数西算/算力,数字中国,快手概念,网络安全,数据中心,小盘股,光伏概念,高送转,一带一路,股权激励,科创企业同股同权,TMT,纳入富时罗素,智谱AI,含可转债,大数据",22.36,5.92,1.25,23.0,21.85,9.6,1.58,94566507.0,2125183138.97,0.06,220.29,22022230287.2,通信-通信服务-通信应用增值服务,核心供应商
300739,明阳电路,,,,19.52,3.17,0.6,21.6,19.52,4.51,1.52,13673624.0,278741825.61,0.36,72.9,5914084824.64,电子-元件-印制电路板,核心供应商
300743,天地数码,浙江,创业板,"专精特新,微盘股概念,科创企业同股同权,包装印刷概念",14.64,3.32,0.47,14.7,14.16,2.73,1.36,3480800.0,50538383.0,4.38,22.14,1865295517.44,计算机-计算机设备-其他计算机设备,专精特新/核心供应商
300747,锐科激光,,,,31.83,5.57,1.68,33.38,31.83,5.1,1.44,26641626.0,869307540.17,0.22,178.76,16614557193.6,机械设备-自动化设备-激光设备,核心供应商
300748,金力永磁,,,,25.6,3.18,0.79,26.34,25.32,2.56,1.23,28937191.0,748015764.52,1.56,352.15,32265505172.19,有色金属-金属新材料-磁性材料,行业龙头
300750,宁德时代,福建,创业板,"钠离子电池,有色金属概念,出海50,新能源车,特斯拉,智能汽车,宁德时代概念,华为概念,固态电池,储能概念,钼概念,自主可控,AH股,反内卷,MSCI概念,动力电池回收,蔚来汽车概念,融资融券,华为汽车,行业龙头,深股通,转融券标的,高价股,大盘股,麒麟电池,固液电池,磷酸铁锂,换电概念,小米汽车,高送转,锂电池概念,茅指数,蚂蚁金服概念,股权激励,科创企业同股同权,纳入富时罗素,白马股",395.3,-1.64,-6.58,400.2,389.0,0.93,1.01,39414948.0,15602984033.0,2.0,18289.17,1801636728342.13,电力设备-电池-锂电池,核心供应商/行业龙头
300751,迈为股份,,,,148.86,4.08,5.83,157.11,148.67,4.82,1.14,9294984.0,1429419392.87,0.67,415.17,28707525213.3,电力设备-光伏设备-光伏加工设备,核心供应商
300752,隆利科技,广东,创业板,"MR头显,玻璃基板封装,指纹识别,深圳特区,汽车电子概念,华为概念,小米概念,智能穿戴,消费电子产业,粤港澳自贸区,小米汽车,比亚迪概念,量子通信,手机产业,科创企业同股同权,TMT,虚拟现实（VR）,电子后视镜,MiniLED",9.39,2.18,0.2,9.7,9.37,3.85,0.78,8584440.0,81901046.2,0.75,30.32,2095584798.3,电子-光学光电子-LED,核心供应商
300753,爱朋医疗,江苏,创业板,"家用护理,医疗美容概念,专精特新,医疗器械概念,脑科学(脑机接口),养老概念,血氧仪,三胎概念,流感,医药电商,人工智能,健康中国,科创企业同股同权,机器人概念",22.6,-1.57,-0.36,22.74,22.1,15.34,0.5,13479902.0,302893653.46,-,28.49,1986405213.6,医药生物-医疗器械-医疗设备,专精特新
300756,金马游乐,,,,25.39,4.96,1.2,25.72,24.88,2.12,0.98,4074178.0,103502674.3,0.34,56.02,4874777652.91,机械设备-专用设备-其他专用设备,核心供应商
300757,罗博特科,江苏,创业板,"集成电路概念,中盘股,工业互联网,新能源车,芯片概念,华为海思概念,新型工业化,华为概念,光通信,量子通信,并购重组,富士康概念,共封装光模块(CPO）,激光雷达,半导体设备概念,BC电池,融资融券,深股通,转融券标的,工业4.0,昨日触板,商业航天,苹果概念,高价股,数据中心,英伟达概念,光伏概念,股权转让,工业自动化,光纤概念,科创企业同股同权,HJT/HIT电池,TOPCon电池",415.56,16.07,57.53,429.64,400.28,7.21,1.71,11718119.0,4900539502.05,0.01,696.51,67556258161.32,机械设备-自动化设备-其他自动化设备,核心供应商
300758,七彩化学,辽宁,创业板,"光伏概念,钠离子电池,半导体材料概念,分散染料,专精特新,深股通,电子树脂,钙钛矿电池,碳基半导体,芯片概念,科创企业同股同权,光刻胶",10.16,2.73,0.27,10.17,9.9,1.72,0.86,6181210.0,62261944.9,0.74,40.55,3654977663.36,基础化工-化学制品-涂料油墨,专精特新
300760,迈瑞医疗,,,,158.88,-1.7,-2.74,159.83,157.6,0.93,1.01,11242061.0,1784601638.66,2.66,1926.33,192467118083.04,医药生物-医疗器械-医疗设备,行业龙头
300762,上海瀚讯,上海,创业板,"军工信息化,军工,专精特新,5G概念,融资融券,转融券标的,深股通,无人机,芯片概念,商业航天,智慧城市,军民融合,小盘股,国产软件,高送转,人工智能,科创企业同股同权,TMT,机器人概念,卫星互联网",29.99,3.2,0.93,30.4,28.72,3.9,0.98,24488033.0,728117694.77,-,188.33,18832693502.28,国防军工-军工电子Ⅱ-军工电子Ⅲ,专精特新
300763,锦浪科技,,,,59.66,0.0,0.0,61.77,59.56,3.15,0.73,10124741.0,613537352.7,0.34,236.67,19186344813.44,电力设备-光伏设备-逆变器,核心供应商
300766,每日互动,浙江,创业板,"区块链,数字经济,抖音概念,今日头条概念,华为概念,小米概念,小红书概念,腾讯概念,Manus概念,RCS富媒体通信,拼多多概念,百度概念,人工智能,AI语料,阿里概念,AI手机,机器人概念,IT服务概念,数据要素,云计算,车联网(车路协同),数据安全,智慧政务,空间计算,融资融券,转融券标的,深股通,昨日触板,数字中国,荣耀手机,快手概念,智慧城市,华为鸿蒙,比亚迪概念,虚拟数字人,股权激励,DeepSeek概念股,智能交通,科创企业同股同权,Gemini多模态,TMT,智能医疗,智谱AI,大数据",23.64,17.09,3.45,24.23,20.6,20.48,2.66,73307771.0,1669425497.19,-,93.32,8461628623.32,计算机-软件开发-横向通用软件,核心供应商
300768,迪普科技,浙江,创业板,"华为算力,5G概念,工业互联网,新型工业化,华为概念,交换机,腾讯概念,信创,VPN,国产操作系统,人工智能,物联网,华为鲲鹏,云计算,智慧政务,数据安全,安防概念,数字水印,融资融券,IPV6,东数西算/算力,深股通,转融券标的,智能制造,网络安全,数据中心,华为鸿蒙,国产软件,高送转,ETC,智能电网,DeepSeek概念股,科创企业同股同权,TMT,纳入富时罗素,金融科技",16.28,8.9,1.33,16.57,15.31,5.01,1.53,21061607.0,340110749.04,0.49,104.82,6848470302.52,计算机-软件开发-横向通用软件,核心供应商
300769,德方纳米,广东,创业板,"专精特新,融资融券,转融券标的,深股通,新能源车,深圳特区,宁德时代概念,小盘股,固态电池,储能概念,磷酸铁锂,高送转,比亚迪概念,锂电池概念,磷化工,股权激励,科创企业同股同权,纳入富时罗素",42.96,0.51,0.22,43.15,41.77,3.92,0.66,9877145.0,420336161.49,-,120.37,10815501254.88,电力设备-电池-电池化学品,专精特新/核心供应商
300770,新媒股份,广东,创业板,"抖音概念,元宇宙,知识产权保护,华为海思概念,小米概念,华为概念,腾讯概念,广电系,文化传媒概念,影视传媒,在线教育,人工智能,云游戏,政府控股,融资融券,短剧/互动游戏,NFT文交所,转融券标的,深股通,超高清视频,快手概念,网络安全,价值股,电子竞技,高股息100,国企改革,虚拟数字人,科创企业同股同权,TMT,纳入富时罗素,虚拟现实（VR）,大数据",35.37,-0.14,-0.05,35.98,34.85,1.41,1.51,3223635.0,114566170.16,7.92,80.59,8058650963.67,传媒-电视广播Ⅱ-电视广播Ⅲ,核心供应商
300771,智莱科技,,,,11.64,1.66,0.19,12.25,11.38,6.0,1.92,11345408.0,134626982.11,1.68,27.94,2200859457.72,计算机-计算机设备-其他计算机设备,核心供应商
300772,运达股份,,,,11.79,0.0,0.0,11.9,11.66,2.86,1.15,19928485.0,234948554.23,0.51,92.77,8227952427.96,电力设备-风电设备-风电整机,核心供应商
300773,拉卡拉,北京,创业板,"区块链,RCEP概念,数字经济,参股保险,小米概念,华为概念,保险概念,CIPS概念,敦煌网概念,智能穿戴,腾讯概念,互联网金融,人工智能,MSCI概念,数据要素,云计算,移动支付,融资融券,数字货币,深股通,转融券标的,社区团购,跨境电商概念,26中报预增,小盘股,华为鸿蒙,数据确权,蚂蚁金服概念,快递物流,TMT,科创企业同股同权,纳入富时罗素,大数据,金融科技",16.0,3.56,0.55,16.18,15.21,5.94,1.55,61107003.0,970011095.31,2.69,173.97,16457771680.0,非银金融-多元金融-金融信息服务,核心供应商
300774,倍杰特,北京,创业板,"专精特新,有色金属概念,融资融券,PPP模式,有色(锑),转融券标的,深股通,水利建设,净水概念,节能环保,污水处理,铜概念,京津冀一体化,盐湖提锂,小金属概念,DeepSeek概念股,科创企业同股同权,并购重组,HALO",10.08,3.7,0.36,10.14,9.72,3.51,0.92,7167293.0,71547250.49,0.25,41.2,2057100958.08,环保-环境治理-水务及水治理,专精特新
300775,三角防务,陕西,创业板,"军工,大飞机,航空发动机,政府控股,专精特新,燃气轮机,海工装备,融资融券,深股通,转融券标的,无人机,商业航天,军民融合,小盘股,航天装备概念,股权激励,科创企业同股同权,纳入富时罗素,含可转债",21.64,1.84,0.39,21.66,21.1,2.2,0.82,11681514.0,250760682.42,0.46,118.49,11504763197.64,国防军工-航空装备Ⅱ-航空装备Ⅲ,专精特新
300776,帝尔激光,,,,99.04,2.63,2.54,105.68,99.01,6.85,1.15,12278803.0,1262283772.37,0.39,282.5,17759086725.6,电力设备-光伏设备-光伏加工设备,核心供应商
300777,中简科技,江苏,创业板,"军工,专精特新,融资融券,转融券标的,深股通,无人机,商业航天,军民融合,碳纤维概念,小盘股,新材料,人形机器人,航天装备概念,新质生产力,科创企业同股同权,纳入富时罗素,26中报预减",24.7,1.15,0.28,25.0,24.52,1.27,0.64,5451483.0,134859979.06,0.92,108.61,10643408852.7,国防军工-航空装备Ⅱ-航空装备Ⅲ,专精特新
300778,新城市,广东,创业板,"低空经济,乡村振兴,微盘股概念,水利建设,垃圾分类,新型城镇化建设,深圳特区,智慧城市,华为概念,粤港澳自贸区,换电概念,海绵城市,科创企业同股同权,智慧停车,地下管网,旧改",10.11,2.95,0.29,10.17,9.8,2.04,1.19,4147425.0,41553666.75,-,20.59,2058449229.15,建筑装饰-工程咨询服务Ⅱ-工程咨询服务Ⅲ,核心供应商
300780,德恩精工,四川,创业板,"军工,专精特新,低空经济,工业母机,工业互联网,新能源车,3D打印,商业航天,跨境电商概念,新型工业化,军民融合,机器视觉,农机,比亚迪概念,新质生产力,科创企业同股同权,物联网,减速器,机器人概念,云计算",17.99,3.27,0.57,18.35,17.37,6.38,0.84,6858790.0,122343197.5,-,26.39,1934521134.63,机械设备-通用设备-金属制品,专精特新/核心供应商
300781,因赛集团,广东,创业板,"MR头显,首发经济,巴黎奥运会概念,抖音概念,元宇宙,今日头条概念,知识产权保护,AI营销,华为概念,文创玩具(谷子经济),小红书概念,腾讯概念,粤港澳自贸区,ChatGPT,文化传媒概念,百度概念,AI应用,影视传媒,横琴新区,人工智能,AIGC,阿里概念,数据要素,网红直播,融资融券,短剧/互动游戏,NFT文交所,转融券标的,深股通,短视频,快手概念,跨境电商概念,微信小店,电商概念,股权转让,元梦之星,虚拟数字人,DeepSeek概念股,科创企业同股同权,Gemini多模态,豆包概念,TMT,智谱AI,大数据,Sora概念(文生视频)",27.59,11.21,2.78,28.73,24.86,9.72,2.66,11777686.0,320691242.25,-,45.3,3342183100.79,传媒-广告营销-营销代理,核心供应商
300782,卓胜微,江苏,创业板,"北斗导航,半导体产业,中盘股,5G概念,芯片概念,举牌概念,华为概念,小米概念,智能穿戴,6G,智能家居,先进封装(Chiplet),物联网,MSCI概念,卫星互联网,人民币贬值受益,融资融券,转融券标的,深股通,商业航天,华为手机,WIFI6,消费电子产业,高送转,TMT,科创企业同股同权,纳入富时罗素,虚拟现实（VR）,无线耳机",67.92,4.94,3.2,70.47,67.61,4.06,1.47,18217743.0,1258564734.16,-,390.53,30444971558.4,电子-半导体-模拟芯片设计,核心供应商
300783,三只松鼠,安徽,创业板,"网红直播,专精特新,深股通,食品安全,食品饮料概念,宠物经济,跨境电商概念,预制菜,微信小店,盲盒,文创玩具(谷子经济),电商概念,三胎概念,休闲食品概念,新零售,科创企业同股同权,纳入富时罗素,养老金持股",18.35,0.71,0.13,18.62,18.01,3.32,0.73,9305044.0,170512114.3,0.63,73.71,5143182040.0,食品饮料-休闲食品-零食,专精特新
300784,利安科技,浙江,创业板,"三胎概念,专精特新,消费电子产业,融资融券,转融券标的,微盘股概念,黑神话概念,物联网,旅游概念,节能环保,机器人概念",39.0,2.36,0.9,39.12,38.14,3.16,0.77,532100.0,20562769.0,1.03,21.93,655785975.0,电子-消费电子-消费电子零部件及组装,专精特新/核心供应商
300785,值得买,北京,创业板,"首发经济,抖音概念,AI营销,AI智能体,小米概念,华为概念,小红书概念,腾讯概念,京津冀一体化,拼多多概念,文化传媒概念,百度概念,AI应用,人工智能,AIGC,AI语料,阿里概念,数据要素,网红直播,深股通,NFT文交所,数字中国,快手概念,苹果概念,微信小店,电子竞技,电商概念,华为鸿蒙,高送转,新零售,DeepSeek概念股,Gemini多模态,科创企业同股同权,TMT,智谱AI",38.2,15.16,5.03,38.98,32.5,18.11,3.62,22155175.0,816440942.16,0.49,75.96,4673169687.0,传媒-数字媒体-门户网站,核心供应商
300786,国林科技,山东,创业板,"半导体产业,医废处理,专精特新,海工装备,新疆振兴,芯片概念,生物医药,节能环保,污水处理,光刻机,中俄贸易,OLED,健康中国,先进封装(Chiplet),并购重组,光刻胶,半导体设备概念,雄安新区,医疗器械概念,家用电器概念,热泵,净水概念,光伏概念,氢能源,股权转让,新材料,高送转,煤化工概念,科创企业同股同权,冷链物流",13.8,0.66,0.09,13.98,13.63,6.96,0.58,10195860.0,140430452.8,-,25.39,2020240222.2,环保-环保设备Ⅱ-环保设备Ⅲ,专精特新
300787,海能实业,,,,8.49,3.03,0.25,9.05,8.23,3.88,1.86,7628081.0,66059234.08,2.36,26.61,1668562342.83,电子-消费电子-消费电子零部件及组装,核心供应商
300789,唐源电气,四川,创业板,"专精特新,雅鲁藏布江水电站,职业教育,新型工业化,磁悬浮,边缘计算,人工智能,小金属概念,物联网,机器人概念,车联网(车路协同),钒电池,无人机,智能制造,智慧城市,铁路基建,机器视觉,一带一路,智能电网,轨道交通,DeepSeek概念股,科创企业同股同权,TMT,高铁,Gemini多模态,虚拟现实（VR）,大数据",18.4,-2.95,-0.56,20.86,18.21,8.53,2.15,11912945.0,224164978.8,0.71,26.47,2568257832.0,计算机-计算机设备-其他计算机设备,专精特新/核心供应商
300790,宇瞳光学,广东,创业板,"激光雷达,MR头显,车联网(车路协同),安防概念,职业教育,融资融券,深股通,转融券标的,无人机,新能源车,智能制造,华为概念,小米概念,机器视觉,消费电子产业,增强现实（AR）,ETC,智能家居,无人驾驶,TMT,科创企业同股同权,机器人概念,虚拟现实（VR）,电子后视镜",16.61,6.54,1.02,17.25,16.25,7.2,1.62,33091082.0,552836952.2,0.64,86.84,7630168521.36,计算机-计算机设备-安防设备,核心供应商
300792,壹网壹创,,,,24.55,7.91,1.8,25.69,22.6,6.98,2.62,14882924.0,364381825.6,0.57,58.35,5235366084.55,商贸零售-互联网电商-电商服务,行业龙头
300793,佳禾智能,广东,创业板,"MR头显,消费电子代工,智能手表,脑科学(脑机接口),元宇宙,芯片概念,新型工业化,华为概念,小米概念,智能穿戴,储能概念,智能家居,华为星闪概念,人工智能,阿里概念,机器人概念,人民币贬值受益,车联网(车路协同),空间计算,医疗器械概念,AI眼镜,深股通,无人机,智能制造,苹果概念,汽车电子概念,智能音箱,血氧仪,华为鸿蒙,机器视觉,消费电子产业,工业自动化,换电概念,一带一路,语音技术,科创企业同股同权,虚拟现实（VR）,无线耳机,含可转债",11.02,1.85,0.2,11.14,10.96,1.61,0.77,5988310.0,66255149.8,-,41.94,4100413352.52,电子-消费电子-消费电子零部件及组装,核心供应商
300795,米奥会展,,,,16.44,20.0,2.74,16.44,13.0,33.66,1.38,58558013.0,894860784.27,1.61,49.14,2860316046.84,社会服务-专业服务-会展服务,行业龙头
